"Category","Tag","Rank","Profile","Wall_ID","Following","Followers"
"brands","services","1","Hotel Urbano","105521993782675809241","4710","417705"
"brands","services","2","Zazcar","109436259810146984751","4001","257889"
"brands","services","3","CI Intercâmbio","104729727593201656305","17","248781"
"brands","services","4","Google Developers","111395306401981598462","355","231169"
"brands","services","5","LDLC.com","104301983842916548085","36","36621"
"brands","services","6","bijin-tokei","117890927653055478268","4356","11900"
"brands","services","7","Hannes Schleeh","108102489999609775609","753","9897"
"brands","services","8","Rackspace","100698655987920162334","19","8848"
"brands","services","9","The Definitive Guides To Google+","101701744228082676193","4192","8283"
"brands","services","10","schwindt-pr","110312168010953903557","2809","4858"
"brands","services","11","HKTDC 香港貿發局","106601792538852254829","2132","2208"
"brands","services","12","Salesforce Buddy Media","101123952296891564774","72","1358"
"brands","services","13","Socialbakers.com","115396124004851082723","9","1159"
"brands","services","14","hobbynote","117352299940869025642","20","685"
"brands","services","15","Social Upgrade","107443706441605018664","88","647"
"brands","services","16","Südtirol Touristik Info","115597719515027599725","305","505"
"brands","services","17","Datacentrum WEDOS","103221313212683920526","","504"
"brands","services","18","Red Hat Czech","113358324864673318624","5","464"
"brands","services","19","Hostpoint","107115890006338979659","296","456"
"brands","services","20","Best Relations","100443101116430345792","346","434"
"brands","services","21","Storm Model Management","118401613528931495818","38","387"
"brands","services","22","Social Media NZ","112138046820805727020","60","340"
"brands","services","23","Social Media Bali","104667131949036660104","","328"
"brands","services","24","Monster.fi - Avoimet työpaikat","107706978235805021908","259","309"
"brands","services","25","Avis Rent a Car South Africa","104990115774244994212","106","242"
"brands","services","26","Your Future at Deloitte New Zealand","115655215701126077908","86","160"
"brands","services","27","iProspect Finland","107792139176627335449","56","149"
"brands","services","28","hairyLemon digital agency","115300622055873706162","94","109"
"brands","services","29","Socialdoe.com","100106441708438617680","","106"
"brands","services","30","Heuvel Marketing","108883656790918558093","234","102"
"brands","services","31","business.govt.nz","108505960968024382423","24","100"
"brands","services","32","PwC New Zealand","108966178495135260832","83","97"
"brands","services","33","Lingo24","110960415020761677534","42","96"
"brands","services","34","heaven","108781371715933322158","65","85"
"brands","services","35","Serge Sebastien Staub","117193132892280231944","82","75"
"brands","services","36","comparethemeerkat.com","109913742790702440273","","71"
"brands","services","37","Barama Project - Azercell","106167003535702662966","20","69"
"brands","services","38","Capital Connect","111451604407155073413","10","66"
"brands","services","39","New Zealand Airport Car Rental","105143007543521508338","","66"
"brands","services","40","Onvizi New Zealand","105839434243812316656","14","64"
"brands","services","41","Small Business Web Design New Zealand (NZ)","109587070724267398883","9","61"
"brands","services","42","Martin Professional","101006663096647050414","62","58"
"brands","services","43","BrandWeb Direct NewZealand","115790681081115318117","19","54"
"brands","services","44","Real Estate Cagayan de Oro","102630450135068539030","42","52"
"brands","services","45","Diseño web LA TEVA WEB SL","118305846280254709140","2","49"
"brands","services","46","Perfecto Group","101528808056028280668","24","48"
"brands","services","47","Junk Mail Classifieds","100511634436890783090","15","47"
"brands","services","48","Colmar Brunton","113369849824065493698","41","44"
"brands","services","49","Procab Studio","112717786096104208519","16","43"
"brands","services","50","Budget Rent A Car New Zealand","104116892116135990383","","42"
"brands","services","51","My Wish","109452918990861292081","68","37"
"brands","services","52","STRATCOG AS","101996374427191479556","","36"
"brands","services","53","Blip.pt","108646460321933723123","2","36"
"brands","services","54","Ofertas de Email","111567466252992826411","31","35"
"brands","services","55","Eppela","116066804959412691384","51","34"
"brands","services","56","Quarsh","111386768212344726645","37","34"
"brands","services","57","PIXELMECHANICS | Webproduktion","108012794070089892661","","33"
"brands","services","58","Bubok Portugal","102183040869205227276","","31"
"brands","services","59","Rock On M3dia","101322434519930819324","40","29"
"brands","services","60","Mercury Energy","115843648960796951574","4","28"
"brands","services","61","Autoplaza.com.mx","113979582271094023110","26","28"
"brands","services","62","Carat New Zealand","104406647518161741862","","28"
"brands","services","63","Lab Revolución","114476754601562107644","23","27"
"brands","services","64","SolidQ","105279914944150120482","22","27"
"brands","services","65","Turismo y Promociones V.Q Capacitacitación","105111757743706986568","1","26"
"brands","services","66","VIKA","103102650847047141558","100","21"
"brands","services","67","Tirana Bus Stations","109433554748710614386","20","21"
"brands","services","68","WOW group","102392875017446294463","","20"
"brands","services","69","ODIG Marketing Digital","111655297074443624402","10","19"
"brands","services","70","Brandp","102186251672021436766","18","18"
"brands","services","71","Auritt Communications Group","114556435439674430479","10","18"
"brands","services","72","Physiotherapie Urs Brand","113743950591890998543","37","18"
"brands","services","73","Ethiojobs.net","103426194964930201625","12","17"
"brands","services","74","WAZ Marketing","109090196914991161737","21","17"
"brands","services","75","NTC","105720249215982242479","","17"
"brands","services","76","Vivescia","108325101800766112083","","16"
"brands","services","77","Creativos de Mente - Fábrica de Ideas","113665438318411209432","12","14"
"brands","services","78","KICWhyteBuildingContractorsMai&lt;wbr&gt;ntenaceService Ltd","102705355343406118368","122","14"
"brands","services","79","imagebrite","108693790216225540693","29","12"
"brands","services","80","7minutebreak","104806792411281361384","1","11"
"brands","services","81","SocialSteps.gr","101055736736487936913","13","11"
"brands","services","82","iMomentous Inc","111835143458646501407","","10"
"brands","services","83","intosite","102359817113808563020","10","9"
"brands","services","84","Весільна фотографія від студії ""Посмішка""","102789121867571508330","","9"
"brands","services","85","Singleton LLC","105967912547657626755","1","9"
"brands","services","86","Karzen &amp; Karzen d.o.o.","107224839444786306266","5","8"
"brands","services","87","StayInRiga","108813402794244567457","3","7"
"brands","services","88","Cemec","116295785105478863316","4","7"
"brands","services","89","Admisiones UNITEC","109206798256150472238","2","7"
"brands","services","90","All Star Pest Management","109341520808803208729","","6"
"brands","services","91","QUIP Marketing","105820557999838727105","16","5"
"brands","services","92","Portakal Ajans","111697053043337790433","1","5"
"brands","services","93","Stena Line Norge","116166393883540460925","5","5"
"brands","services","94","Svět zdraví ACTIVE","116691262064786888501","","3"
"brands","services","95","Dalet Digital Media Systems","109717047735292309825","","3"
"brands","services","96","Indigo Pearl Germany","106572848211767233701","","3"
"brands","services","97","ProWeb","100137899222779434781","","2"
"brands","services","98","Xiteb (Pvt) Ltd","117114931215115103870","","2"
"brands","services","99","E-mentorship for EU funds","102482412174490162763","2","2"
"brands","services","100","RightVirtualSupport","113188611159201250794","1","2"
"brands","services","101","Stefani&amp;Co","112499029272039087623","3","2"
"brands","services","102","Grupo Ago México","112615545917264211548","","2"
"brands","services","103","Praia Imobiliária (Vila Velha - ES)","116925664611302822835","1","1"
"brands","services","104","GERMAN PARDO","111424418461240675457","275","1"
"brands","services","105","BOATSUL","101052133994732376401","7",""
"brands","auto","1","Ferrari","103208749141257247923","1","2758071"
"brands","auto","2","BMW","116122599472883419597","3","2488947"
"brands","auto","3","TOYOTA","110937137992985950150","","2332717"
"brands","auto","4","Mercedes-Benz","106129845850785943761","9","2230084"
"brands","auto","5","Nissan","111258362040794495143","","2097482"
"brands","auto","6","Ford Motor Company","111717275116289870961","","2077615"
"brands","auto","7","Porsche","114030215137472936121","","1976384"
"brands","auto","8","Volkswagen USA","106689856342933829975","12","1922875"
"brands","auto","9","Chevrolet","107388310223573995050","","1603789"
"brands","auto","10","Chrysler","109291633136886612799","9","1487335"
"brands","auto","11","Mercedes-AMG","108482223645789932662","7","1357123"
"brands","auto","12","Audi USA","105503202599719238167","178","1322924"
"brands","auto","13","General Motors","114798960478398207095","4915","1248059"
"brands","auto","14","Fiat","111811790542649932315","19","1134528"
"brands","auto","15","Cadillac","112036779230629352735","","1120276"
"brands","auto","16","Kia Motors Worldwide","116940697436648352120","500","1047506"
"brands","auto","17","Lamborghini","103184200601460920184","226","870991"
"brands","auto","18","Chevrolet Argentina","114000260702884184448","5","65769"
"brands","auto","19","Chevrolet México","115908713272144043848","306","63610"
"brands","auto","20","Volkswagen de México","115691731319070718311","","62746"
"brands","auto","21","Renault Türkiye","102299779665047782766","","57270"
"brands","auto","22","BMW Deutschland","104645455381580852026","","34743"
"brands","auto","23","Toyota USA","109401964142949249458","28","32535"
"brands","auto","24","Aston Martin","107924826367458444749","","9572"
"brands","auto","25","Lexus USA","103396050334091380560","","8986"
"brands","auto","26","Mercedes-Benz USA","110992313421112148128","5","8919"
"brands","auto","27","Volkswagen Deutschland","102235771246483623862","","8579"
"brands","auto","28","BMW USA","108787683302278054232","","8513"
"brands","auto","29","BMW i","102598756161175116851","3","8332"
"brands","auto","30","BMW Group","105615651800110332871","","7592"
"brands","auto","31","MINI","116797632736423065968","","6958"
"brands","auto","32","Chrysler Group LLC","108116425525605807265","2741","6518"
"brands","auto","33","Renault Ukraine","100522592074988001262","3","5479"
"brands","auto","34","Citroën","114580006394043899817","131","3559"
"brands","auto","35","Volvo Cars US","110972555173670031978","","3257"
"brands","auto","36","Holden","105660831944567707941","5","2039"
"brands","auto","37","JEGS Performance","100400953228950622869","53","1098"
"brands","auto","38","Fiat Türkiye","105186158213747249925","230","739"
"brands","auto","39","Audi UK","104971030126460800737","97","683"
"brands","auto","40","Chevrolet France","117668042472332213772","13","515"
"brands","auto","41","Citroën España","107274072160330758440","1","235"
"brands","auto","42","Chevrolet Colombia","111838960521618083756","11","195"
"brands","auto","43","Chevrolet Chile","108103566867387598324","119","179"
"brands","auto","44","Peugeot Česko","106680127812283966995","2","170"
"brands","auto","45","Chery Brasil","103734897982674104513","41","132"
"brands","auto","46","Hella Italia","117397050735519758180","","90"
"brands","auto","47","Citroën Russia","102159169354746322516","","77"
"brands","auto","48","Suzuki Auto SA","111481205030183540386","1","61"
"brands","auto","49","Ситроен Россия","116156770719409177396","18","52"
"brands","auto","50","Williams Hunt","106792910673885030741","108","49"
"brands","auto","51","Honda New Zealand","107744630504934926470","1","45"
"brands","auto","52","Toyota New Zealand","112060650811333289026","","37"
"brands","ecommerce","1","Amazon.com","110356773655474889799","1","311982"
"brands","ecommerce","2","El Corte Inglés","110316134259121206323","1","101657"
"brands","ecommerce","3","ThinkGeek","111086949937726998175","4608","69767"
"brands","ecommerce","4","Appliances Online","106721322151482890888","4682","44827"
"brands","ecommerce","5","Фокстрот","105551865945403309795","","26312"
"brands","ecommerce","6","de Bijenkorf","104701763371582747211","2732","18848"
"brands","ecommerce","7","FotoMag.com.ua","112835053192446438489","3","14780"
"brands","ecommerce","8","Designmodo","100967446073277572745","","6885"
"brands","ecommerce","9","Fry's Electronics","105770605049937525517","","4834"
"brands","ecommerce","10","farfetch","109435701726892308651","770","4192"
"brands","ecommerce","11","OTTO","113326499714101345608","3309","3885"
"brands","ecommerce","12","Connections.be - #1 in Flights, Holidays &amp; Hotels","106439264424474312764","611","3661"
"brands","ecommerce","13","ricardo.gr","114216358434127248835","1216","2485"
"brands","ecommerce","14","Pikitia Postcards","107644226042549026708","","1784"
"brands","ecommerce","15","alloresto.fr","109338583986500363288","","1446"
"brands","ecommerce","16","Lazada Indonesia","101850977969394149607","","1200"
"brands","ecommerce","17","notebooksbilliger.de","107076845224716861737","","1056"
"brands","ecommerce","18","perushop24","114387605610887216568","849","1046"
"brands","ecommerce","19","Rue du Commerce","103611096910731272846","31","718"
"brands","ecommerce","20","Alza.cz","113255604026017568411","2","538"
"brands","ecommerce","21","Cdiscount","118231325937626419482","","397"
"brands","ecommerce","22","stuff.co.nz","103399355275576421007","","363"
"brands","ecommerce","23","Artisla","108682404448984733191","142","350"
"brands","ecommerce","24","MetroDeal Philippines","101663244033239513095","11","319"
"brands","ecommerce","25","VoucherCodes.co.uk","102373209014405690244","104","272"
"brands","ecommerce","26","Okuoku","100346298547526354281","","230"
"brands","ecommerce","27","redcoon España","108088736969870769195","","220"
"brands","ecommerce","28","Total Fitness Spain SL","102809690926366542076","371","212"
"brands","ecommerce","29","OTTO Österreich","101752169729845356130","58","183"
"brands","ecommerce","30","Zando.co.za","111108881455455267579","126","172"
"brands","ecommerce","31","Dollar General","116445175623844757283","2","169"
"brands","ecommerce","32","Legendary Whitetails","115635626876304142845","147","143"
"brands","ecommerce","33","220volt.hu","108508718281670904300","130","140"
"brands","ecommerce","34","T.S.BOHEMIA","118438071734582662664","","135"
"brands","ecommerce","35","Trade Me","115536628405929483139","23","126"
"brands","ecommerce","36","New Zealand Fine Prints","112876067787865876610","","104"
"brands","ecommerce","37","Technodom_kz","102477403190425892987","72","93"
"brands","ecommerce","38","Klocki24.com - LEGO Bricks Store","108566238563861588931","61","80"
"brands","ecommerce","39","Ski a Bike Centrum Radotín","114720563158044792947","1","57"
"brands","ecommerce","40","Descontoslusos - Descontos e Promoções","112624304212173510673","101","50"
"brands","ecommerce","41","BUT","113137258831290058341","12","47"
"brands","ecommerce","42","Campervan Hire New Zealand","107494202576859618299","","46"
"brands","ecommerce","43","The Kewl Shop","107155023737045308535","123","39"
"brands","ecommerce","44","Диалон","108546898299432422506","","37"
"brands","ecommerce","45","Árukereső","108259207763811514471","","33"
"brands","ecommerce","46","KNIHCENTRUM.cz","106120067774291757656","4","33"
"brands","ecommerce","47","Skibi Kids Shop","107939517797419498251","2","30"
"brands","ecommerce","48","Indojilbab.com","115594130462318191327","4","26"
"brands","ecommerce","49","MammaFashion","111844367293904375427","4","21"
"brands","ecommerce","50","FunDeal.ro","104077519429134596599","5","20"
"brands","ecommerce","51","SmartBuyGlasses New Zealand","107235729617231739656","","15"
"brands","ecommerce","52","BijouxRoom","110895368171575170471","1","12"
"brands","ecommerce","53","Miljoenenspel","101017145330805372923","","10"
"brands","ecommerce","54","PoshBags4rent","113039253012792617064","2","8"
"brands","ecommerce","55","Posters.cz","116272956346801759918","1","7"
"brands","ecommerce","56","Takeportugal.com","102597236925772867897","2","7"
"brands","ecommerce","57","Интернет-магазин www.svetofor.kg","114114874323909841982","","6"
"brands","ecommerce","58","Ledlight-World","100545967457340123908","","3"
"brands","telecom","1","Vodafone Egypt","104102007718704665034","","350278"
"brands","telecom","2","Vodafone España","102442528629962620584","","239128"
"brands","telecom","3","Vodafone IT","102400060846904869360","23","111222"
"brands","telecom","4","TIM","115059883502484074676","","110918"
"brands","telecom","5","O2 in the UK","110076747397325874678","167","69736"
"brands","telecom","6","Telstra","101212404445568930918","4717","38668"
"brands","telecom","7","Orange France","105593086134906885039","510","34581"
"brands","telecom","8","Vodafone Australia","109648020288135720670","","31658"
"brands","telecom","9","AT&amp;T","111315125550019591892","1322","22909"
"brands","telecom","10","T-Mobile","101502056223282249599","3109","19080"
"brands","telecom","11","Bouygues Telecom","104558044499868338140","12","19052"
"brands","telecom","12","Joe Mobile","109586324059498390394","","17144"
"brands","telecom","13","Vodafone CZ","101867395303394048249","3788","12295"
"brands","telecom","14","T-Mobile CZ","110122735332638589319","","12055"
"brands","telecom","15","O2 CZ","112551246945996575179","4933","11692"
"brands","telecom","16","SOSH","105821463680288539754","41","4578"
"brands","telecom","17","tmn","105326241943786667352","","2073"
"brands","telecom","18","Verizon Wireless / A Wireless Premium Retailer","116546451199245504307","","1382"
"brands","telecom","19","SFR","113745061295301596108","","948"
"brands","telecom","20","Orange Polska","110545126968036230722","3","772"
"brands","telecom","21","Tata Docomo","112686384614799566298","","601"
"brands","telecom","22","Ярослав Смирнов","116270253365486552572","","547"
"brands","telecom","23","VIVACOM","110121624889953259568","","446"
"brands","telecom","24","Fido","101631444921817475106","243","416"
"brands","telecom","25","Mtel","110522837833088853162","15","393"
"brands","telecom","26","SAPO","111905015404301701945","","375"
"brands","telecom","27","Orange Moldova","108624071160091761276","200","248"
"brands","telecom","28","life:)","113751413511117680237","238","240"
"brands","telecom","29","AXIS Telekom Indonesia","116395415348646777200","3","221"
"brands","telecom","30","TelstraClear","115650171945122959235","75","192"
"brands","telecom","31","Claro Nicaragua","113063454751855621948","","168"
"brands","telecom","32","Nuvola Italiana","116482787743400636601","302","117"
"brands","telecom","33","Call me","100675642625051015347","","98"
"brands","telecom","34","Orcon","118183559956276813249","39","92"
"brands","telecom","35","Wataniya Telecom Maldives","101988721438324238029","72","72"
"brands","telecom","36","Claro El Salvador","106406492439875325169","","69"
"brands","telecom","37","Phone House","110637691377766585076","26","62"
"brands","telecom","38","goneo","102456968158002435989","22","47"
"brands","telecom","39","Cisco Australia and New Zealand","114925938460959019121","4","24"
"brands","telecom","40","Typhone.nl","100817429598207311584","","18"
"brands","telecom","41","Hutch Sri Lanka","106971726594692428851","6","17"
"brands","telecom","42","AGSAT","112623797671958185261","1","5"
"brands","travel","1","alpharooms.com","105316020863782198271","22","826971"
"brands","travel","2","Carnival","117229741441856959630","","770864"
"brands","travel","3","KAYAK","103620450609311442899","5","527916"
"brands","travel","4","Hotels.com","104625307416654897205","","456400"
"brands","travel","5","CI Intercâmbio","104729727593201656305","17","248781"
"brands","travel","6","Royal Caribbean International","115812904483210983634","","82015"
"brands","travel","7","Setur","117238378764452583906","2","53544"
"brands","travel","8","PriceTravel","105711492067281483609","358","18267"
"brands","travel","9","Croatia","106107995487805326634","38","4005"
"brands","travel","10","Eero Ikonen","102487601764517044589","532","2420"
"brands","travel","11","EscapadaRural","103219221194123010955","350","1740"
"brands","travel","12","RegioJet","112838561327709331352","5","1364"
"brands","travel","13","Paul George","111374729255941493333","4805","1186"
"brands","travel","14","Schneehoehen","103623290606680204547","515","727"
"brands","travel","15","Wimdu","115291734276326998816","","700"
"brands","travel","16","Alsace","105544878127527974375","7","581"
"brands","travel","17","Destinoslusos - Turismo em Portugal","108425827955281089926","1424","503"
"brands","travel","18","Toprural","114744374856379155372","35","499"
"brands","travel","19","Adventure World Travel New Zealand","117851253073583320009","","430"
"brands","travel","20","FerienMesse Wien","108403464400960664180","432","416"
"brands","travel","21","Rhätische Bahn AG","103098053951043803661","","373"
"brands","travel","22","Strasbourg","113011297260912872464","5","352"
"brands","travel","23","Grand City Hotels GmbH","109811011711085747111","593","348"
"brands","travel","24","Shangri-La Hotels and Resorts","111377406789638718345","","315"
"brands","travel","25","Campaya","100511907129983898604","251","274"
"brands","travel","26","Schneemenschen GmbH","102759397522439987928","308","267"
"brands","travel","27","Transtree","117110636309445264637","112","235"
"brands","travel","28","Pegas Touristik Украина","109357811278150332642","2","225"
"brands","travel","29","Best Western Hotels GB","103745656708643468055","28","216"
"brands","travel","30","New Zealand 100% Pure","112918868367997604619","10","205"
"brands","travel","31","MyPlanet Sweden","100948626868031556596","64","196"
"brands","travel","32","Mulhouse","108515556816088840670","4","152"
"brands","travel","33","Côte d'Azur Tourisme","116031573761018157671","","148"
"brands","travel","34","Clubrural","105993566008767568125","211","134"
"brands","travel","35","Noël en Alsace","100205898929232724520","5","131"
"brands","travel","36","Abritel","115790190038218603249","70","103"
"brands","travel","37","Sweet Travel","100612799498101187718","107","97"
"brands","travel","38","Active New Zealand","117888794890571995647","22","88"
"brands","travel","39","TOPWakacje.pl - Ekskluzywne wakacje","114420869680201471086","","62"
"brands","travel","40","Stena Line Deutschland","108267155428301046782","46","50"
"brands","travel","41","Stena Line UK to Holland","114175834308738235380","40","36"
"brands","travel","42","BASE NAUTIQUE de Saint-Jean-de-Monts","108076602677280818774","","9"
"brands","travel","43","Panke Sprachreisen","109298024878851583185","2","6"
"brands","travel","44","Stena Line Norge","116166393883540460925","5","5"
"brands","retail","1","Saks Fifth Avenue","116198474890942904649","237","1236375"
"brands","retail","2","Neiman Marcus","116295821678648739069","12","442701"
"brands","retail","3","Mundo Walmart","103004422808131464209","874","300656"
"brands","retail","4","Macy's","116142452604357423186","","129659"
"brands","retail","5","Pier 1 Imports","110006117604043260823","60","70490"
"brands","retail","6","RadioShack","100139456300784928828","272","65829"
"brands","retail","7","Appliances Online","106721322151482890888","4682","44827"
"brands","retail","8","Avon Türkiye","108853865915123447415","","44019"
"brands","retail","9","Walmart","111852759168797891317","","6668"
"brands","retail","10","Fry's Electronics","105770605049937525517","","4834"
"brands","retail","11","Martinus.sk","105298604455878510673","16","1373"
"brands","retail","12","JEGS Performance","100400953228950622869","53","1098"
"brands","retail","13","Bacelar Equipamentos Médicos","100820593567450337851","1","950"
"brands","retail","14","MIGROS","110714429139637831637","","861"
"brands","retail","15","Salt Relax®","117100084921530029802","1055","803"
"brands","retail","16","dm drogerie markt Österreich","111150185900268572344","531","544"
"brands","retail","17","Alza.cz","113255604026017568411","2","538"
"brands","retail","18","Decathlon España","101576233796905832030","218","391"
"brands","retail","19","Total Fitness Spain SL","102809690926366542076","371","212"
"brands","retail","20","HAWTHORNE CAT","109515552641785969542","192","152"
"brands","retail","21","British Business Group - BBGOnline","107060966444525575763","145","131"
"brands","retail","22","Technodom_kz","102477403190425892987","72","93"
"brands","retail","23","Klocki24.com - LEGO Bricks Store","108566238563861588931","61","80"
"brands","retail","24","Ski a Bike Centrum Radotín","114720563158044792947","1","57"
"brands","retail","25","Williams Hunt","106792910673885030741","108","49"
"brands","retail","26","Роникон","104660119437151211729","26","38"
"brands","retail","27","Skibi Kids Shop","107939517797419498251","2","30"
"brands","retail","28","Pietre di Rapolano","100334381091201205207","10","23"
"brands","retail","29","Ride 100 Percent - The Spirit of Racing","112613590343745571520","24","18"
"brands","retail","30","Shop New Zealand","116858388818220244316","4","17"
"brands","retail","31","DUKA","111326864554723874445","3","14"
"brands","retail","32","Dering Hall","105458805157515126686","1","14"
"brands","retail","33","Mobiliário Augusto Guimarães","107018285201777238088","","2"
"brands","electronics","1","PlayStation","114766887193183719117","4723","2435530"
"brands","electronics","2","Samsung USA","104794915167914988036","435","768070"
"brands","electronics","3","Sony","107316151152900332757","13","630850"
"brands","electronics","4","Intel","111660275132722215045","885","398322"
"brands","electronics","5","Motorola Mobility","113884566566424587799","63","319622"
"brands","electronics","6","Dell","117161668189080869053","77","311314"
"brands","electronics","7","Nokia Brasil","115055292711632348257","458","271372"
"brands","electronics","8","Samsung Mobile USA","114303379611712597260","2729","269742"
"brands","electronics","9","Sony Xperia","117586446271921149656","1521","229270"
"brands","electronics","10","Sony Xperia Russia","107048753396228108489","5","194045"
"brands","electronics","11","Nokia India","116741474051080269553","9","116643"
"brands","electronics","12","Nokia","112705210904854516501","17","89904"
"brands","electronics","13","HTC","105983594520322058171","11","80623"
"brands","electronics","14","PlayStation France","107386318529226337162","969","65661"
"brands","electronics","15","Sony PlayStation DE","113540013167694689284","","55475"
"brands","electronics","16","ASUS","115201921530304855679","","41502"
"brands","electronics","17","Samsung Mobile France","116674033324666409188","","27775"
"brands","electronics","18","XBOX 360","102164583090355722070","","19885"
"brands","electronics","19","IBM","100296114230478191916","","10408"
"brands","electronics","20","LG UK","116201787669297138479","703","4589"
"brands","electronics","21","FUJIFILM UK","102159967752475819521","2511","3022"
"brands","electronics","22","Samsung India","110243441679668196840","1","2997"
"brands","electronics","23","Sony UK","114265881236717379124","527","1308"
"brands","electronics","24","ASUS Australia &amp; New Zealand","110212706539166775788","4","722"
"brands","electronics","25","Lenovo Australia and New Zealand","109635438370746359018","112","306"
"brands","electronics","26","Hella Italia","117397050735519758180","","90"
"brands","electronics","27","GIGABYTE France","101340414220367217339","361","82"
"brands","electronics","28","Sony New Zealand","107778743156437123935","","63"
"brands","electronics","29","Samsung Algérie","114680040106716443819","","51"
"brands","electronics","30","FUJIFILM New Zealand","115243035977550181938","4","11"
"brands","electronics","31","RaceChip Chiptuning GmbH &amp; Co. KG","113963663036060693889","",""
"brands","fmcg","1","Cadbury UK","117517201037060589294","1991","2853880"
"brands","fmcg","2","Red Bull","105379671042990608528","","1638327"
"brands","fmcg","3","Coca-Cola","113050383214450284645","","827704"
"brands","fmcg","4","Pepsi","111883881632877146615","","645609"
"brands","fmcg","5","King Arthur Flour","107861693770387399121","766","121813"
"brands","fmcg","6","カップヌードル","114045310347672903924","","75948"
"brands","fmcg","7","L'Oréal Paris France","101258342230925570027","128","49511"
"brands","fmcg","8","AXE Brasil","114574907627539031804","","46801"
"brands","fmcg","9","Old Spice","118334938625732488383","22","11083"
"brands","fmcg","10","Vaseline","114720987659735726455","","9179"
"brands","fmcg","11","Valio","100450625913577466486","67","269"
"brands","fmcg","12","Mixit","112273762689255180266","8","192"
"brands","fmcg","13","Garnier Deutschland","114081627279891111356","","141"
"brands","fmcg","14","Lancôme France","110858659462358959246","","102"
"brands","fmcg","15","ecostore New Zealand","105824270356243859928","28","92"
"brands","fmcg","16","Danone down to Earth","117544122983142374271","92","87"
"brands","fmcg","17","PULEVAsalud","106534922575954961394","11","74"
"brands","fmcg","18","Watsons Türkiye","103761490947113580772","","69"
"brands","fmcg","19","vitaminwater france","110511169009454555946","49","37"
"brands","fmcg","20","evian","118323559203819715117","","33"
"brands","fmcg","21","Lancôme Australia","101758161057343442349","","27"
"brands","fmcg","22","Avon Australia &amp; New Zealand","117877703244420262744","","26"
"brands","fmcg","23","Silueta","111297202869469540609","32","25"
"brands","fmcg","24","Knorr Deutschland","110729367263351518854","","25"
"brands","fmcg","25","Medical Cannabis Spain","101972158410610322411","16","24"
"brands","fmcg","26","CEMIX New Zealand","115928916562421101616","","14"
"brands","fmcg","27","Elephant House","107876520779442503118","7","13"
"brands","fmcg","28","Pasteles de Fondant","101435030816742088691","3","10"
"brands","fmcg","29","Domowe Pralinki Kobux","107091998273058060854","1","4"
"brands","finance","1","Progressive Insurance","104375753734524612611","35","135475"
"brands","finance","2","Direct Seguros","105251584389998255512","18","101491"
"brands","finance","3","GTBank","112780164805312372767","3984","4827"
"brands","finance","4","Allstate Insurance","114398740575214341621","892","2432"
"brands","finance","5","mBank.cz","104107420290783906781","3","943"
